onset	duration	sample	event_type	task_role	letter	trial	memory_cond	value
6.464	2508.7	3233	show_cross	fixate	+	1	3	nonWM
11.6994195365	608.45	5851	show_letter	to_ignore	K	1	3	gK
13.1333809525	608.4	6568	show_letter	to_ignore	H	1	3	gH
14.5672423433	608.45	7285	show_letter	to_remember	L	1	3	L
16.0012037594	608.45	8002	show_letter	to_remember	V	1	3	V
17.4351651754	608.4	8719	show_letter	to_remember	R	1	3	R
18.8690265662	608.45	9436	show_letter	to_ignore	C	1	3	gC
20.3029879822	608.4	10152	show_letter	to_ignore	J	1	3	gJ
21.736849373	608.45	10869	show_letter	to_ignore	Y	1	3	gY
23.170810789	1008.5	11586	show_dash	work_memory	-	1	3	WM
25.4050739133	508.4	12704	show_letter	probe_target	R	1	3	rR
26.4073265213	0.0	13205	right_click	remembered_correct	n/a	1	3	1
26.807527388	0.0	13405	sound_beep	feedback_correct	n/a	1	3	correct
27.0665926829	0.0	13534	left_click	indicate_ready	n/a	1	3	255
27.0723941451	2508.75	13537	show_cross	fixate	+	2	7	nonWM
32.3079137069	608.4	16155	show_letter	to_remember	K	2	7	K
33.7417750977	608.45	16872	show_letter	to_remember	G	2	7	G
35.1757365137	608.45	17589	show_letter	to_remember	J	2	7	J
36.6096979297	608.4	18306	show_letter	to_remember	Z	2	7	Z
38.0435593205	608.45	19023	show_letter	to_remember	H	2	7	H
39.4775207365	608.4	19740	show_letter	to_remember	D	2	7	D
40.9113821273	608.45	20457	show_letter	to_ignore	P	2	7	gP
42.3453435433	608.45	21174	show_letter	to_remember	V	2	7	V
43.7793049594	1666.9	21891	show_dash	work_memory	-	2	7	WM
47.3307000539	525.1	23666	show_letter	probe_target	G	2	7	rG
48.3755634016	0.0	24189	right_click	remembered_correct	n/a	2	7	1
48.7757642683	0.0	24389	sound_beep	feedback_correct	n/a	2	7	correct
49.0348295632	0.0	24518	left_click	indicate_ready	n/a	2	7	255
49.0481329162	2508.7	24525	show_cross	fixate	+	3	3	nonWM
54.2835524527	608.45	27143	show_letter	to_ignore	H	3	3	gH
55.7175138687	608.4	27860	show_letter	to_remember	M	3	3	M
57.1513752595	608.45	28577	show_letter	to_ignore	W	3	3	gW
58.5853366755	608.45	29294	show_letter	to_ignore	N	3	3	gN
60.0192980915	608.4	30011	show_letter	to_remember	G	3	3	G
61.4531594823	608.45	30728	show_letter	to_ignore	B	3	3	gB
62.8871208984	608.4	31445	show_letter	to_remember	T	3	3	T
