onset	duration	sample	event_type	task_role	letter	trial	memory_cond	value
4.064	1257.325	1017	show_cross	fixate	+	1	7	nonWM
9.3111969975	305.725	2329	show_letter	to_remember	T	1	7	T
10.7519961731	305.975	2689	show_letter	to_ignore	H	1	7	gH
12.1937953481	305.95	3049	show_letter	to_remember	X	1	7	X
13.6355945231	305.95	3410	show_letter	to_remember	S	1	7	S
15.0773936981	305.7	3770	show_letter	to_remember	W	1	7	W
16.5181928736	305.95	4131	show_letter	to_remember	Q	1	7	Q
17.9599920486	305.975	4491	show_letter	to_remember	K	1	7	K
19.4016912237	305.95	4851	show_letter	to_remember	D	1	7	D
20.8424903993	582.675	5212	show_dash	work_memory	-	1	7	WM
23.3910889409	305.7	5849	show_letter	probe_not_shown	F	1	7	rF
25.1052879601	0.0	6277	left_click	ignored_correct	n/a	1	7	255
25.5053877311	0.0	6377	sound_beep	feedback_correct	n/a	1	7	correct
30.1152850933	0.0	7530	right_click	indicate_ready	n/a	1	7	1
30.1460850757	1257.075	7538	show_cross	fixate	+	2	5	nonWM
35.3923820737	305.925	8849	show_letter	to_ignore	S	2	5	gS
36.8340812488	305.7	9210	show_letter	to_remember	C	2	5	C
38.2748804244	305.95	9570	show_letter	to_remember	G	2	5	G
39.7166795994	305.95	9930	show_letter	to_remember	P	2	5	P
41.1584787744	305.95	10291	show_letter	to_ignore	F	2	5	gF
42.59917795	305.975	10651	show_letter	to_remember	M	2	5	M
44.040977125	305.95	11011	show_letter	to_ignore	J	2	5	gJ
45.4827763	305.95	11372	show_letter	to_remember	L	2	5	L
46.924575475	749.875	11732	show_dash	work_memory	-	2	5	WM
50.1420736339	293.475	12537	show_letter	probe_target	G	2	5	rG
51.2886729778	0.0	12823	right_click	remembered_correct	n/a	2	5	1
51.6888727488	0.0	12923	sound_beep	feedback_correct	n/a	2	5	correct
54.7166710163	0.0	13680	left_click	indicate_ready	n/a	2	5	255
54.7353710056	1257.05	13685	show_cross	fixate	+	3	7	nonWM
59.9815680037	305.95	14996	show_letter	to_ignore	C	3	7	gC
61.4233671787	305.7	15357	show_letter	to_remember	Z	3	7	Z
62.8641663543	305.95	15717	show_letter	to_remember	L	3	7	L
64.3058655293	305.975	16077	show_letter	to_remember	K	3	7	K
65.7477647042	305.95	16438	show_letter	to_remember	R	3	7	R
67.1894638793	305.7	16798	show_letter	to_remember	G	3	7	G
68.6302630549	305.95	17159	show_letter	to_remember	B	3	7	B
70.0720622299	305.95	17519	show_letter	to_remember	T	3	7	T
71.5138614049	519.425	17879	show_dash	work_memory	-	3	7	WM
73.8094600913	268.225	18453	show_letter	probe_target	Z	3	7	rZ
74.8619594891	0.0	18716	right_click	remembered_correct	n/a	3	7	1
75.2621592601	0.0	18817	sound_beep	feedback_correct	n/a	3	7	correct
80.4783562753	0.0	20121	right_click	indicate_ready	n/a	3	7	1
80.4974562644	1257.325	20125	show_cross	fixate	+	4	5	nonWM
85.7446532619	305.7	21437	show_letter	to_remember	K	4	5	K
87.1854524375	305.95	21797	show_letter	to_ignore	W	4	5	gW
88.6272516125	305.975	22158	show_letter	to_remember	Z	4	5	Z
