onset	duration	sample	event_type	task_role	letter	trial	memory_cond	value
32.054	2508.7	16028	show_cross	fixate	+	1	3	nonWM
37.2894342618	608.45	18646	show_letter	to_ignore	D	1	3	gD
38.723399711	608.4	19363	show_letter	to_ignore	M	1	3	gM
40.1572651348	608.45	20080	show_letter	to_ignore	B	1	3	gB
41.591230584	608.45	20797	show_letter	to_remember	Y	1	3	Y
43.0251960332	608.4	21514	show_letter	to_ignore	H	1	3	gH
44.4590614569	608.45	22231	show_letter	to_remember	Q	1	3	Q
45.8930269062	608.4	22948	show_letter	to_remember	C	1	3	C
47.3268923299	608.45	23664	show_letter	to_ignore	G	1	3	gG
48.7608577791	1683.6	24381	show_dash	work_memory	-	1	3	WM
52.3456713767	458.4	26174	show_letter	probe_target	C	1	3	rC
53.2479013119	0.0	26625	right_click	remembered_correct	n/a	1	3	1
53.6482033298	0.0	26825	sound_beep	feedback_correct	n/a	1	3	correct
69.7044953108	0.0	34853	right_click	indicate_ready	n/a	1	3	1
69.7194991345	2500.4	34861	show_cross	fixate	+	2	7	nonWM
74.9383291647	608.45	37470	show_letter	to_ignore	C	2	7	gC
76.3722946139	608.45	38187	show_letter	to_remember	Z	2	7	Z
77.8062600632	608.4	38904	show_letter	to_remember	L	2	7	L
79.2401254869	608.45	39621	show_letter	to_remember	K	2	7	K
80.6740909361	608.4	40338	show_letter	to_remember	R	2	7	R
82.1079563598	608.45	41055	show_letter	to_remember	G	2	7	G
83.541921809	608.45	41772	show_letter	to_remember	B	2	7	B
84.9758872583	608.4	42489	show_letter	to_remember	T	2	7	T
86.409752682	1033.5	43206	show_dash	work_memory	-	2	7	WM
88.6940348363	608.45	44348	show_letter	probe_target	Z	2	7	rZ
89.9850638578	0.0	44994	right_click	remembered_correct	n/a	2	7	1
90.3852658502	0.0	45194	sound_beep	feedback_correct	n/a	2	7	correct
98.4241145683	0.0	49213	right_click	indicate_ready	n/a	2	7	1
98.4314164292	2508.75	49217	show_cross	fixate	+	3	5	nonWM
103.6669507165	608.4	51834	show_letter	to_ignore	B	3	5	gB
105.1008161402	608.45	52551	show_letter	to_ignore	H	3	5	gH
106.5347815895	608.4	53268	show_letter	to_remember	D	3	5	D
107.9686470132	608.45	53985	show_letter	to_remember	R	3	5	R
109.4026124624	608.45	54702	show_letter	to_remember	N	3	5	N
110.8365779116	608.4	55419	show_letter	to_remember	Z	3	5	Z
112.2704433353	608.45	56136	show_letter	to_remember	V	3	5	V
113.7044087846	608.45	56853	show_letter	to_ignore	L	3	5	gL
115.1382742083	1491.95	57570	show_dash	work_memory	-	3	5	WM
118.3396900961	408.35	59171	show_letter	probe_target	R	3	5	rR
119.1525972673	0.0	59577	right_click	remembered_correct	n/a	3	5	1
119.5528992851	0.0	59777	sound_beep	feedback_correct	n/a	3	5	correct
125.9567313157	0.0	62979	right_click	indicate_ready	n/a	3	5	1
125.9594320039	2500.4	62981	show_cross	fixate	+	4	5	nonWM
131.1782620341	608.45	65590	show_letter	to_ignore	Z	4	5	gZ
132.6122274833	608.45	66307	show_letter	to_remember	T	4	5	T
134.0461929326	608.4	67024	show_letter	to_remember	M	4	5	M
135.4800583563	608.45	67741	show_letter	to_remember	S	4	5	S
136.9140238055	608.4	68458	show_letter	to_ignore	Y	4	5	gY
138.3478892292	608.45	69175	show_letter	to_remember	V	4	5	V
139.7818546785	608.45	69892	show_letter	to_remember	N	4	5	N
141.2158201277	608.4	70609	show_letter	to_ignore	H	4	5	gH
142.6496855514	1083.5	71326	show_dash	work_memory	-	4	5	WM
145.0339931974	608.45	72518	show_letter	probe_not_shown	Q	4	5	rQ
146.2900132969	0.0	73146	left_click	ignored_correct	n/a	4	5	255
146.6903153147	0.0	73346	sound_beep	feedback_correct	n/a	4	5	correct
154.2546431001	0.0	77128	left_click	indicate_ready	n/a	4	5	255
154.2711473063	2500.4	77137	show_cross	fixate	+	5	3	nonWM
159.4899773365	608.45	79746	show_letter	to_ignore	S	5	3	gS
160.9239427857	608.45	80463	show_letter	to_remember	Z	5	3	Z
162.3579082349	608.4	81180	show_letter	to_remember	F	5	3	F
163.7917736586	608.45	81897	show_letter	to_ignore	D	5	3	gD
165.2257391078	608.4	82614	show_letter	to_ignore	G	5	3	gG
