onset	duration	sample	event_type	task_role	letter	trial	memory_cond	value
5.7473255444	2508.444334451	2875	show_cross	fixate	+	1	3	nonWM
10.9812144663	608.4713964795	5492	show_letter	to_remember	C	1	3	C
12.4151758169	608.4713964795	6209	show_letter	to_ignore	V	1	3	gV
13.8490371563	608.4713964795	6926	show_letter	to_ignore	W	1	3	gW
15.2819983944	608.4713964795	7643	show_letter	to_remember	H	1	3	H
16.7149596325	608.4713964795	8359	show_letter	to_ignore	N	1	3	gN
18.1479208706	608.4713964795	9076	show_letter	to_ignore	X	1	3	gX
19.5818822212	608.4713964795	9793	show_letter	to_remember	R	1	3	R
21.0158435719	608.4713964795	10510	show_letter	to_ignore	M	1	3	gM
22.4497049112	1118.4812397318	11227	show_dash	work_memory	-	1	3	WM
24.9036810349	359.4921818944	12454	show_letter	probe_target	R	1	3	rR
25.6062600897	0.0	12806	right_click	remembered_correct	n/a	1	3	1
26.0064051144	0.0	13006	sound_beep	feedback_correct	n/a	1	3	correct
36.5770945379	0.0	18292	right_click	indicate_ready	n/a	1	3	1
36.5961966873	2508.3943285834	18301	show_cross	fixate	+	2	3	nonWM
41.8289854855	608.4713964795	20918	show_letter	to_ignore	P	2	3	gP
43.2618467123	608.521402347	21634	show_letter	to_remember	X	2	3	X
44.6949079617	608.4713964795	22351	show_letter	to_ignore	B	2	3	gB
46.128769301	608.521402347	23068	show_letter	to_remember	Z	2	3	Z
47.5627306517	608.4713964795	23785	show_letter	to_ignore	H	2	3	gH
48.9956918898	608.4713964795	24502	show_letter	to_ignore	V	2	3	gV
50.4286531279	608.4713964795	25218	show_letter	to_ignore	R	2	3	gR
51.861614366	608.4713964795	25935	show_letter	to_remember	F	2	3	F
53.2945756041	1389.9130888516	26651	show_dash	work_memory	-	2	3	WM
56.2904126984	370.9935314334	28150	show_letter	probe_not_shown	Q	2	3	rQ
57.0155942965	0.0	28512	left_click	ignored_correct	n/a	2	3	255
57.4158393324	0.0	28712	sound_beep	feedback_correct	n/a	2	3	correct
61.4461928314	0.0	30728	right_click	indicate_ready	n/a	2	3	1
61.4651949696	2508.444334451	30737	show_cross	fixate	+	3	7	nonWM
66.6989838802	608.521402347	33354	show_letter	to_remember	Y	3	7	Y
68.1329452309	608.521402347	34071	show_letter	to_remember	D	3	7	D
69.5669065815	608.4713964795	34789	show_letter	to_remember	Q	3	7	Q
70.9998678196	608.4713964795	35505	show_letter	to_ignore	V	3	7	gV
72.4328290577	608.4713964795	36222	show_letter	to_remember	G	3	7	G
73.8667904083	608.4713964795	36939	show_letter	to_remember	L	3	7	L
75.300751759	608.4713964795	37656	show_letter	to_remember	F	3	7	F
76.7346130983	608.521402347	38373	show_letter	to_remember	S	3	7	S
78.168574449	1234.9449052808	39090	show_dash	work_memory	-	3	7	WM
80.8544766691	589.4691668064	40433	show_letter	probe_target	G	3	7	rG
82.0165074219	0.0	41014	right_click	remembered_correct	n/a	3	7	1
82.4166524466	0.0	41214	sound_beep	feedback_correct	n/a	3	7	correct
88.6886581783	0.0	44351	right_click	indicate_ready	n/a	3	7	1
88.7071602602	2508.444334451	44360	show_cross	fixate	+	4	5	nonWM
93.9409491709	608.4713964795	46977	show_letter	to_remember	K	4	5	K
95.373910409	608.4713964795	47694	show_letter	to_ignore	S	4	5	gS
96.8068716471	608.4713964795	48410	show_letter	to_ignore	P	4	5	gP
98.2398328852	608.4713964795	49127	show_letter	to_remember	F	4	5	F
99.6727941233	608.4713964795	49843	show_letter	to_remember	D	4	5	D
101.1067554739	608.4713964795	50560	show_letter	to_remember	L	4	5	L
102.5406168133	608.521402347	51277	show_letter	to_ignore	T	4	5	gT
103.9745781639	608.521402347	51994	show_letter	to_remember	Z	4	5	Z
105.4085395145	1008.4683310981	52711	show_dash	work_memory	-	4	5	WM
107.6414907682	539.9633579212	53828	show_letter	probe_not_shown	Q	4	5	rQ
108.7050104364	0.0	54360	left_click	ignored_correct	n/a	4	5	255
109.1052554724	0.0	54560	sound_beep	feedback_correct	n/a	4	5	correct
110.8148478373	0.0	55415	right_click	indicate_ready	n/a	4	5	1
110.8333499191	2508.3943285834	55424	show_cross	fixate	+	5	5	nonWM
116.0661387173	608.4713964795	58041	show_letter	to_remember	R	5	5	R
117.4990999554	608.4713964795	58757	show_letter	to_remember	C	5	5	C
118.9320611935	608.4713964795	59474	show_letter	to_ignore	X	5	5	gX
120.3660225441	608.4713964795	60191	show_letter	to_remember	H	5	5	H
121.7998838835	608.4713964795	60908	show_letter	to_remember	N	5	5	N
123.2328451216	608.4713964795	61625	show_letter	to_remember	P	5	5	P
124.6658063597	608.4713964795	62341	show_letter	to_ignore	M	5	5	gM
126.0986675865	608.521402347	63058	show_letter	to_ignore	L	5	5	gL
127.5317288359	1571.4343880972	63774	show_dash	work_memory	-	5	5	WM
130.8916068924	347.4907736798	65455	show_letter	probe_target	P	5	5	rP
131.5696831902	0.0	65794	right_click	remembered_correct	n/a	5	5	1
131.9698282148	0.0	65994	sound_beep	feedback_correct	n/a	5	5	correct
134.8661541121	0.0	67442	right_click	indicate_ready	n/a	5	5	1
134.8844561714	2508.3943285834	67451	show_cross	fixate	+	6	3	nonWM
140.1172449696	608.4713964795	70068	show_letter	to_remember	Y	6	3	Y
141.5512063202	608.4713964795	70785	show_letter	to_ignore	C	6	3	gC
142.9850676596	608.521402347	71502	show_letter	to_ignore	P	6	3	gP
144.4190290102	608.4713964795	72219	show_letter	to_remember	K	6	3	K
145.8519902483	608.4713964795	72936	show_letter	to_ignore	R	6	3	gR
147.2849514864	608.4713964795	73652	show_letter	to_ignore	W	6	3	gW
148.7179127245	608.4713964795	74369	show_letter	to_ignore	H	6	3	gH
150.1518740751	608.4713964795	75086	show_letter	to_remember	L	6	3	L
151.5857354145	1741.4543378039	75803	show_dash	work_memory	-	6	3	WM
155.2846516199	321.4377166806	77652	show_letter	probe_target	K	6	3	rK
155.9110220997	0.0	77966	right_click	remembered_correct	n/a	6	3	1
156.3112671356	0.0	78166	sound_beep	feedback_correct	n/a	6	3	correct
176.2439099747	0.0	88133	right_click	indicate_ready	n/a	6	3	1
176.2628121016	2508.444334451	88143	show_cross	fixate	+	7	5	nonWM
181.4966010122	608.4713964795	90760	show_letter	to_ignore	H	7	5	gH
182.9295622503	608.4713964795	91477	show_letter	to_remember	T	7	5	T
184.3625234884	608.4713964795	92193	show_letter	to_remember	X	7	5	X
185.7954847265	608.4713964795	92910	show_letter	to_remember	V	7	5	V
187.2284459646	608.4713964795	93626	show_letter	to_ignore	F	7	5	gF
188.6624073153	608.4713964795	94343	show_letter	to_remember	K	7	5	K
190.0962686546	608.521402347	95060	show_letter	to_ignore	C	7	5	gC
191.5302300053	608.4713964795	95777	show_letter	to_remember	G	7	5	G
192.9631912434	1057.9741399832	96494	show_dash	work_memory	-	7	5	WM
195.2961537504	358.4920645432	97661	show_letter	probe_target	X	7	5	rX
195.9965325577	0.0	98011	right_click	remembered_correct	n/a	7	5	1
196.3969776161	0.0	98211	sound_beep	feedback_correct	n/a	7	5	correct
202.2467358362	0.0	101136	right_click	indicate_ready	n/a	7	5	1
202.2658379856	2508.3943285834	101146	show_cross	fixate	+	8	3	nonWM
207.4986267838	608.4713964795	103763	show_letter	to_ignore	P	8	3	gP
208.9325881344	608.4713964795	104480	show_letter	to_ignore	R	8	3	gR
210.3654493612	608.521402347	105196	show_letter	to_remember	K	8	3	K
211.7995107231	608.521402347	105913	show_letter	to_ignore	W	8	3	gW
213.2333720625	608.521402347	106630	show_letter	to_remember	C	8	3	C
214.6673334131	608.4713964795	107347	show_letter	to_ignore	Z	8	3	gZ
216.1002946512	608.4713964795	108064	show_letter	to_ignore	Y	8	3	gY
217.5332558893	608.4713964795	108780	show_letter	to_remember	X	8	3	X
218.9662171274	1070.4256010059	109497	show_dash	work_memory	-	8	3	WM
221.2230710707	475.5057946354	110626	show_letter	probe_not_shown	B	8	3	rB
222.1576762333	0.0	111093	left_click	ignored_correct	n/a	8	3	255
222.5579212692	0.0	111293	sound_beep	feedback_correct	n/a	8	3	correct
225.0322996885	0.0	112530	right_click	indicate_ready	n/a	8	3	1
225.0510017929	2508.3943285834	112540	show_cross	fixate	+	9	5	nonWM
230.2847907036	608.4713964795	115157	show_letter	to_ignore	M	9	5	gM
231.7187520542	608.4713964795	115874	show_letter	to_remember	F	9	5	F
233.1526133936	608.4713964795	116591	show_letter	to_remember	G	9	5	G
234.5855746317	608.4713964795	117308	show_letter	to_remember	K	9	5	K
236.0185358698	608.4713964795	118024	show_letter	to_remember	Z	9	5	Z
237.4514971079	608.4713964795	118741	show_letter	to_ignore	Q	9	5	gQ
238.8854584585	608.4713964795	119458	show_letter	to_ignore	Y	9	5	gY
240.3194198092	608.4713964795	120175	show_letter	to_remember	N	9	5	N
241.7532811485	1560.4831031014	120892	show_dash	work_memory	-	9	5	WM
245.0911567293	554.0150067058	122561	show_letter	probe_target	K	9	5	rK
246.1827795597	0.0	123107	right_click	remembered_correct	n/a	9	5	1
246.5829245844	0.0	123307	sound_beep	feedback_correct	n/a	9	5	correct
252.1428501923	0.0	126087	right_click	indicate_ready	n/a	9	5	1
252.1619523417	2508.3943285834	126097	show_cross	fixate	+	10	5	nonWM
257.3947411398	608.4713964795	128714	show_letter	to_remember	T	10	5	T
258.8287024904	608.4713964795	129431	show_letter	to_remember	Y	10	5	Y
260.2625638298	608.521402347	130148	show_letter	to_remember	K	10	5	K
261.6966251917	608.4713964795	130865	show_letter	to_remember	Z	10	5	Z
263.1304865311	608.4713964795	131582	show_letter	to_remember	F	10	5	F
264.5634477692	608.4713964795	132298	show_letter	to_ignore	Q	10	5	gQ
265.9964090073	608.4713964795	133015	show_letter	to_ignore	G	10	5	gG
267.4303703579	608.4713964795	133732	show_letter	to_ignore	W	10	5	gW
268.8643317085	1841.4160670578	134449	show_dash	work_memory	-	10	5	WM
272.7641705219	608.4713964795	136399	show_letter	probe_not_shown	L	10	5	rL
275.0866318474	0.0	137561	left_click	ignored_correct	n/a	10	5	255
275.4867768721	0.0	137761	sound_beep	feedback_correct	n/a	10	5	correct
281.3368351259	0.0	140686	right_click	indicate_ready	n/a	10	5	1
281.3558372641	2508.3943285834	140696	show_cross	fixate	+	11	7	nonWM
286.5886260622	608.4713964795	143312	show_letter	to_ignore	Q	11	7	gQ
288.0224874016	608.521402347	144029	show_letter	to_remember	P	11	7	P
289.4564487522	608.521402347	144746	show_letter	to_remember	H	11	7	H
290.8904101028	608.4713964795	145463	show_letter	to_remember	R	11	7	R
292.3233713409	608.4713964795	146180	show_letter	to_remember	X	11	7	X
293.756332579	608.4713964795	146896	show_letter	to_remember	C	11	7	C
295.1892938171	608.4713964795	147613	show_letter	to_remember	S	11	7	S
296.6232551678	608.4713964795	148330	show_letter	to_remember	V	11	7	V
298.0571165072	1476.4732455993	149047	show_dash	work_memory	-	11	7	WM
301.2270731936	608.4713964795	150632	show_letter	probe_not_shown	Z	11	7	rZ
304.0696930477	0.0	152054	left_click	ignored_correct	n/a	11	7	255
304.4698380724	0.0	152254	sound_beep	feedback_correct	n/a	11	7	correct
311.1110853516	0.0	155575	right_click	indicate_ready	n/a	11	7	1
311.1296874447	2508.3943285834	155584	show_cross	fixate	+	12	7	nonWM
316.3634763554	608.4713964795	158201	show_letter	to_remember	M	12	7	M
317.7964375935	608.4713964795	158918	show_letter	to_ignore	Q	12	7	gQ
319.2303989441	608.4713964795	159635	show_letter	to_remember	W	12	7	W
320.6642602835	608.4713964795	160352	show_letter	to_remember	B	12	7	B
322.0972215216	608.4713964795	161069	show_letter	to_remember	Z	12	7	Z
323.5301827597	608.4713964795	161785	show_letter	to_remember	D	12	7	D
324.9631439978	608.4713964795	162502	show_letter	to_remember	R	12	7	R
326.3971053484	608.4713964795	163219	show_letter	to_remember	L	12	7	L
327.831066699	1535.4301634535	163936	show_dash	work_memory	-	12	7	WM
331.1189366531	608.4713964795	165580	show_letter	probe_not_shown	Y	12	7	rY
334.7143412113	0.0	167378	left_click	ignored_correct	n/a	12	7	255
335.114486236	0.0	167578	sound_beep	feedback_correct	n/a	12	7	correct
344.7885747732	0.0	172416	right_click	indicate_ready	n/a	12	7	1
344.8073768889	2508.3943285834	172425	show_cross	fixate	+	13	5	nonWM
350.040165687	608.4713964795	175042	show_letter	to_remember	Q	13	5	Q
351.4731269251	608.4713964795	175758	show_letter	to_remember	M	13	5	M
352.9060881632	608.4713964795	176475	show_letter	to_ignore	C	13	5	gC
354.3399495026	608.521402347	177192	show_letter	to_ignore	X	13	5	gX
355.7739108532	608.521402347	177909	show_letter	to_ignore	S	13	5	gS
357.2078722038	608.521402347	178626	show_letter	to_remember	W	13	5	W
