onset	duration	sample	event_type	task_role	letter	trial	memory_cond	value
3.384	1257.05	847	show_cross	fixate	+	1	3	nonWM
8.6302170108	305.95	2159	show_letter	to_remember	B	1	3	B
10.0719216855	305.7	2519	show_letter	to_ignore	F	1	3	gF
11.5127263573	305.95	2879	show_letter	to_ignore	H	1	3	gH
12.9545310323	305.95	3240	show_letter	to_remember	R	1	3	R
14.3963357073	305.95	3600	show_letter	to_ignore	Z	1	3	gZ
15.8381403823	305.7	3961	show_letter	to_remember	G	1	3	G
17.2788450538	305.975	4321	show_letter	to_ignore	M	1	3	gM
18.7206497288	306.0	4681	show_letter	to_ignore	V	1	3	gV
20.1624544038	825.375	5042	show_dash	work_memory	-	1	3	WM
23.6819658158	305.95	5921	show_letter	probe_target	B	1	3	rB
25.3473712158	0.0	6338	right_click	remembered_correct	n/a	1	3	1
25.7474725132	0.0	6438	sound_beep	feedback_correct	n/a	1	3	correct
27.9308795928	0.0	6984	right_click	indicate_ready	n/a	1	3	1
27.9562796752	1257.075	6990	show_cross	fixate	+	2	5	nonWM
33.2024966859	305.975	8302	show_letter	to_remember	V	2	5	V
34.644301361	306.0	8662	show_letter	to_remember	W	2	5	W
36.086106036	305.95	9023	show_letter	to_ignore	Q	2	5	gQ
37.527910711	305.7	9383	show_letter	to_remember	S	2	5	S
38.9687153828	305.95	9743	show_letter	to_ignore	T	2	5	gT
40.4104200575	305.975	10104	show_letter	to_remember	Z	2	5	Z
41.8522247325	305.725	10464	show_letter	to_remember	K	2	5	K
43.2930294043	305.95	10824	show_letter	to_ignore	X	2	5	gX
44.7348340793	750.15	11185	show_dash	work_memory	-	2	5	WM
47.9534445156	305.925	11989	show_letter	probe_target	W	2	5	rW
49.3106489163	0.0	12329	right_click	remembered_correct	n/a	2	5	1
49.7107502137	0.0	12429	sound_beep	feedback_correct	n/a	2	5	correct
55.0048673797	0.0	13752	right_click	indicate_ready	n/a	2	5	1
55.0262674491	1257.325	13758	show_cross	fixate	+	3	3	nonWM
60.2735844635	305.7	15069	show_letter	to_ignore	P	3	3	gP
61.7142891349	305.975	15430	show_letter	to_ignore	M	3	3	gM
63.1560938099	305.975	15790	show_letter	to_remember	D	3	3	D
64.597898485	305.95	16150	show_letter	to_ignore	Z	3	3	gZ
66.0387031568	305.95	16511	show_letter	to_ignore	B	3	3	gB
67.4804078315	305.975	16871	show_letter	to_remember	R	3	3	R
68.9223125068	305.95	17232	show_letter	to_ignore	N	3	3	gN
70.3641171818	305.7	17592	show_letter	to_remember	G	3	3	G
71.8048218533	716.65	17952	show_dash	work_memory	-	3	3	WM
74.8894318551	293.2	18723	show_letter	probe_not_shown	F	3	3	rF
76.0421355927	0.0	19012	left_click	ignored_correct	n/a	3	3	255
76.44223689	0.0	19112	sound_beep	feedback_correct	n/a	3	3	correct
78.1774425164	0.0	19545	right_click	indicate_ready	n/a	3	3	1
78.2079426153	1257.3	19553	show_cross	fixate	+	4	7	nonWM
83.4541596261	305.95	20865	show_letter	to_remember	F	4	7	F
84.8959643011	305.95	21225	show_letter	to_remember	M	4	7	M
86.3376689758	305.95	21585	show_letter	to_remember	B	4	7	B
87.7794736508	305.7	21946	show_letter	to_ignore	N	4	7	gN
89.2202783226	305.95	22306	show_letter	to_remember	L	4	7	L
90.6620829976	305.95	22667	show_letter	to_remember	X	4	7	X
92.1038876727	305.95	23027	show_letter	to_remember	J	4	7	J
93.5455923474	305.7	23387	show_letter	to_remember	Y	4	7	Y
94.9863970191	880.125	23748	show_dash	work_memory	-	4	7	WM
98.7249091412	280.7	24682	show_letter	probe_not_shown	P	4	7	rP
99.8208126946	0.0	24956	left_click	ignored_correct	n/a	4	7	255
100.220913992	0.0	25056	sound_beep	feedback_correct	n/a	4	7	correct
103.8014256017	0.0	25951	right_click	indicate_ready	n/a	4	7	1
103.8201256623	1257.05	25956	show_cross	fixate	+	5	7	nonWM
109.0663426731	305.95	27268	show_letter	to_remember	Y	5	7	Y
110.5081473481	305.95	27628	show_letter	to_ignore	W	5	7	gW
111.9499520232	305.7	27988	show_letter	to_remember	S	5	7	S
113.3906566946	305.975	28349	show_letter	to_remember	J	5	7	J
114.8324613696	305.95	28709	show_letter	to_remember	P	5	7	P
116.2742660447	305.95	29070	show_letter	to_remember	C	5	7	C
117.7160707197	305.7	29430	show_letter	to_remember	D	5	7	D
119.1568753915	305.95	29790	show_letter	to_remember	K	5	7	K
120.5986800665	884.1	30151	show_dash	work_memory	-	5	7	WM
124.3530922401	305.95	31089	show_letter	probe_target	C	5	7	rC
126.5258992854	0.0	31632	left_click	ignored_incorrect	n/a	5	7	255
126.9260005827	0.0	31733	sound_buzz	feedback_incorrect	n/a	5	7	wrong
129.9266103122	0.0	32483	right_click	indicate_ready	n/a	5	7	1
129.9513103922	1257.275	32489	show_cross	fixate	+	6	7	nonWM
135.1985274063	305.7	33801	show_letter	to_ignore	J	6	7	gJ
136.6392320777	305.95	34161	show_letter	to_remember	T	6	7	T
138.0810367527	305.95	34521	show_letter	to_remember	V	6	7	V
139.5229414281	305.925	34882	show_letter	to_remember	D	6	7	D
140.9646461028	305.7	35242	show_letter	to_remember	X	6	7	X
142.4054507746	305.95	35602	show_letter	to_remember	G	6	7	G
143.8472554496	305.95	35963	show_letter	to_remember	N	6	7	N
145.2889601243	305.725	36323	show_letter	to_remember	R	6	7	R
146.7297647961	846.625	36683	show_dash	work_memory	-	6	7	WM
150.3342764837	305.95	37585	show_letter	probe_target	R	6	7	rR
151.9916818578	0.0	37999	right_click	remembered_correct	n/a	6	7	1
152.3917831551	0.0	38099	sound_beep	feedback_correct	n/a	6	7	correct
154.7069906621	0.0	38678	right_click	indicate_ready	n/a	6	7	1
154.7255907224	1257.05	38682	show_cross	fixate	+	7	3	nonWM
159.9718077332	305.95	39994	show_letter	to_ignore	D	7	3	gD
161.4136124082	305.95	40354	show_letter	to_ignore	C	7	3	gC
162.8554170832	305.7	40715	show_letter	to_remember	R	7	3	R
164.296221755	305.95	41075	show_letter	to_ignore	G	7	3	gG
165.73802643	305.975	41436	show_letter	to_remember	Z	7	3	Z
167.1797311047	305.975	41796	show_letter	to_ignore	X	7	3	gX
168.6205357765	305.95	42156	show_letter	to_ignore	L	7	3	gL
170.0623404515	305.95	42517	show_letter	to_remember	K	7	3	K
171.5041451266	796.125	42877	show_dash	work_memory	-	7	3	WM
174.9066561592	222.2	43728	show_letter	probe_target	K	7	3	rK
175.7702589594	0.0	43944	right_click	remembered_correct	n/a	7	3	1
176.170460257	0.0	44044	sound_beep	feedback_correct	n/a	7	3	correct
179.3291704991	0.0	44833	right_click	indicate_ready	n/a	7	3	1
179.3489705633	1257.1	44838	show_cross	fixate	+	8	7	nonWM
184.5952875744	305.925	46150	show_letter	to_remember	Y	8	7	Y
186.0369922491	305.7	46510	show_letter	to_remember	S	8	7	S
187.4777969209	305.95	46870	show_letter	to_remember	N	8	7	N
188.9196015959	305.95	47231	show_letter	to_remember	M	8	7	M
190.3613062706	305.7	47591	show_letter	to_remember	F	8	7	F
191.8021109424	305.95	47952	show_letter	to_remember	Q	8	7	Q
193.2439156174	305.95	48312	show_letter	to_remember	H	8	7	H
194.6858202927	305.925	48672	show_letter	to_ignore	W	8	7	gW
196.1275249674	615.9	49033	show_dash	work_memory	-	8	7	WM
198.8092336628	305.925	49703	show_letter	probe_target	N	8	7	rN
200.0501376864	0.0	50014	right_click	remembered_correct	n/a	8	7	1
200.4502389838	0.0	50114	sound_beep	feedback_correct	n/a	8	7	correct
202.0273440975	0.0	50508	right_click	indicate_ready	n/a	8	7	1
202.0606442055	1257.05	50516	show_cross	fixate	+	9	5	nonWM
207.3068612162	305.95	51828	show_letter	to_remember	D	9	5	D
208.7486658913	305.975	52188	show_letter	to_remember	Q	9	5	Q
210.1904705663	305.95	52549	show_letter	to_remember	G	9	5	G
211.6311752378	305.95	52909	show_letter	to_ignore	M	9	5	gM
213.0729799128	305.95	53269	show_letter	to_remember	P	9	5	P
214.5147845878	305.95	53630	show_letter	to_ignore	V	9	5	gV
215.9565892628	305.7	53990	show_letter	to_ignore	F	9	5	gF
217.3973939346	305.95	54350	show_letter	to_remember	T	9	5	T
218.8390986093	523.925	54711	show_dash	work_memory	-	9	5	WM
221.1528061115	314.2	55289	show_letter	probe_not_shown	B	9	5	rB
222.3527100021	0.0	55589	left_click	ignored_correct	n/a	9	5	255
222.7597113218	0.0	55691	sound_beep	feedback_correct	n/a	9	5	correct
224.2511161577	0.0	56064	right_click	indicate_ready	n/a	9	5	1
224.2703162199	1257.075	56069	show_cross	fixate	+	10	3	nonWM
229.5165332307	305.95	57380	show_letter	to_ignore	H	10	3	gH
230.9583379057	305.7	57741	show_letter	to_remember	M	10	3	M
232.3991425775	305.95	58101	show_letter	to_ignore	W	10	3	gW
233.8409472525	305.975	58461	show_letter	to_ignore	N	10	3	gN
235.2827519276	305.95	58822	show_letter	to_remember	G	10	3	G
236.7245566026	305.675	59182	show_letter	to_ignore	B	10	3	gB
238.1652612741	305.95	59542	show_letter	to_remember	T	10	3	T
239.6070659491	305.95	59903	show_letter	to_ignore	L	10	3	gL
241.0488706241	519.425	60263	show_dash	work_memory	-	10	3	WM
243.3444780676	305.95	60837	show_letter	probe_target	T	10	3	rT
244.7348825759	0.0	61185	right_click	remembered_correct	n/a	10	3	1
245.1349838733	0.0	61285	sound_beep	feedback_correct	n/a	10	3	correct
247.1074902691	0.0	61778	right_click	indicate_ready	n/a	10	3	1
247.1329903518	1257.05	61784	show_cross	fixate	+	11	5	nonWM
252.3792073625	305.95	63096	show_letter	to_remember	L	11	5	L
253.8210120375	305.95	63456	show_letter	to_remember	F	11	5	F
255.2628167126	305.95	63817	show_letter	to_ignore	M	11	5	gM
256.703521384	305.95	64177	show_letter	to_ignore	J	11	5	gJ
258.1453260591	305.95	64537	show_letter	to_remember	K	11	5	K
259.5871307341	305.95	64898	show_letter	to_ignore	N	11	5	gN
261.0289354091	305.7	65258	show_letter	to_remember	R	11	5	R
262.4697400809	305.95	65618	show_letter	to_remember	H	11	5	H
263.9114447556	880.125	65979	show_dash	work_memory	-	11	5	WM
267.6499568777	305.7	66913	show_letter	probe_not_shown	G	11	5	rG
269.7266636113	0.0	67433	left_click	ignored_correct	n/a	11	5	255
270.1269649093	0.0	67533	sound_beep	feedback_correct	n/a	11	5	correct
276.0536841266	0.0	69014	right_click	indicate_ready	n/a	11	5	1
276.0806842141	1257.05	69021	show_cross	fixate	+	12	5	nonWM
281.3269012249	305.95	70333	show_letter	to_ignore	Z	12	5	gZ
282.7688059002	305.925	70693	show_letter	to_remember	W	12	5	W
284.210510575	305.7	71054	show_letter	to_ignore	T	12	5	gT
285.6512152464	305.975	71414	show_letter	to_remember	R	12	5	R
287.0930199214	305.975	71774	show_letter	to_remember	H	12	5	H
288.5348245965	305.975	72135	show_letter	to_remember	L	12	5	L
289.9756292682	305.95	72495	show_letter	to_remember	D	12	5	D
291.4174339433	305.95	72855	show_letter	to_ignore	J	12	5	gJ
292.8592386183	712.4	73216	show_dash	work_memory	-	12	5	WM
295.9267485646	305.95	73983	show_letter	probe_target	H	12	5	rH
297.3546531946	0.0	74340	right_click	remembered_correct	n/a	12	5	1
297.7547544919	0.0	74440	sound_beep	feedback_correct	n/a	12	5	correct
300.9663649055	0.0	75243	right_click	indicate_ready	n/a	12	5	1
300.9889649788	1257.1	75248	show_cross	fixate	+	13	5	nonWM
306.2352819899	305.95	76560	show_letter	to_ignore	Z	13	5	gZ
307.6759866613	305.975	76920	show_letter	to_ignore	C	13	5	gC
309.1177913364	305.95	77280	show_letter	to_remember	R	13	5	R
310.5595960114	305.95	77641	show_letter	to_remember	F	13	5	F
312.0014006864	305.7	78001	show_letter	to_remember	Q	13	5	Q
313.4422053582	305.95	78362	show_letter	to_remember	V	13	5	V
314.8840100332	305.95	78722	show_letter	to_remember	P	13	5	P
316.3258147083	305.95	79082	show_letter	to_ignore	N	13	5	gN
317.767519383	900.9	79443	show_dash	work_memory	-	13	5	WM
321.5890317741	305.95	80398	show_letter	probe_target	F	13	5	rF
323.2956373078	0.0	80825	left_click	ignored_incorrect	n/a	13	5	255
323.6957386051	0.0	80925	sound_buzz	feedback_incorrect	n/a	13	5	wrong
325.9582459412	0.0	81491	right_click	indicate_ready	n/a	13	5	1
325.9803460129	1257.05	81496	show_cross	fixate	+	14	7	nonWM
331.2265630237	305.95	82808	show_letter	to_remember	J	14	7	J
332.6683676987	305.95	83168	show_letter	to_remember	T	14	7	T
334.1101723737	305.7	83529	show_letter	to_remember	L	14	7	L
335.5508770452	305.95	83889	show_letter	to_remember	X	14	7	X
336.9926817202	305.95	84249	show_letter	to_remember	S	14	7	S
338.4345863955	305.925	84610	show_letter	to_remember	G	14	7	G
339.8762910703	305.7	84970	show_letter	to_remember	Q	14	7	Q
341.317095742	305.95	85330	show_letter	to_ignore	R	14	7	gR
342.7588004167	611.925	85691	show_dash	work_memory	-	14	7	WM
345.4244090599	305.725	86357	show_letter	probe_not_shown	Y	14	7	rY
346.9957141549	0.0	86750	left_click	ignored_correct	n/a	14	7	255
347.3958154522	0.0	86850	sound_beep	feedback_correct	n/a	14	7	correct
349.6847228739	0.0	87422	right_click	indicate_ready	n/a	14	7	1
349.7148229715	1257.05	87430	show_cross	fixate	+	15	3	nonWM
354.9610399823	305.95	88741	show_letter	to_ignore	R	15	3	gR
356.4028446573	305.975	89102	show_letter	to_ignore	X	15	3	gX
357.8446493323	305.95	89462	show_letter	to_remember	S	15	3	S
359.286354007	305.725	89823	show_letter	to_remember	P	15	3	P
360.7271586788	305.95	90183	show_letter	to_remember	N	15	3	N
362.1689633538	305.95	90543	show_letter	to_ignore	D	15	3	gD
363.6107680289	305.7	90904	show_letter	to_ignore	G	15	3	gG
365.0515727007	305.95	91264	show_letter	to_ignore	J	15	3	gJ
366.4933773757	691.375	91624	show_dash	work_memory	-	15	3	WM
369.4768870497	276.7	92370	show_letter	probe_not_shown	M	15	3	rM
370.5639905746	0.0	92642	left_click	ignored_correct	n/a	15	3	255
370.9641918722	0.0	92742	sound_beep	feedback_correct	n/a	15	3	correct
374.3866029693	0.0	93598	right_click	indicate_ready	n/a	15	3	1
374.40530303	1257.025	93602	show_cross	fixate	+	16	7	nonWM
379.6514200404	305.975	94914	show_letter	to_remember	P	16	7	P
381.0932247154	305.95	95274	show_letter	to_ignore	Y	16	7	gY
382.5349293901	305.7	95635	show_letter	to_remember	R	16	7	R
383.9757340619	305.95	95995	show_letter	to_remember	T	16	7	T
385.4175387369	305.95	96355	show_letter	to_remember	B	16	7	B
386.859343412	305.7	96716	show_letter	to_remember	G	16	7	G
388.3001480837	305.95	97076	show_letter	to_remember	V	16	7	V
