onset	duration	sample	event_type	task_role	letter	trial	memory_cond	value
14.32	1250.2	3581	show_cross	fixate	+	1	3	nonWM
19.537484575	304.225	4885	show_letter	to_ignore	D	1	3	gD
20.9710803368	304.225	5244	show_letter	to_ignore	C	1	3	gC
22.4046760985	304.2	5602	show_letter	to_remember	R	1	3	R
23.8381718605	304.225	5961	show_letter	to_ignore	G	1	3	gG
25.2717676222	304.2	6319	show_letter	to_remember	Z	1	3	Z
26.7052633842	304.225	6677	show_letter	to_ignore	X	1	3	gX
28.1388591459	304.225	7036	show_letter	to_ignore	L	1	3	gL
29.5724549077	304.2	7394	show_letter	to_remember	K	1	3	K
31.0059506697	791.8	7752	show_dash	work_memory	-	1	3	WM
34.3898406655	129.175	8598	show_letter	probe_target	K	1	3	rK
34.9040391454	0.0	8727	right_click	remembered_correct	n/a	1	3	1
35.3042379622	0.0	8827	sound_beep	feedback_correct	n/a	1	3	correct
35.5368372746	0.0	8885	left_click	indicate_ready	n/a	1	3	255
35.5400372651	1254.35	8886	show_cross	fixate	+	2	5	nonWM
40.7741217911	304.225	10195	show_letter	to_remember	L	2	5	L
42.2077175528	304.2	10553	show_letter	to_remember	F	2	5	F
43.6412133148	304.225	10911	show_letter	to_ignore	M	2	5	gM
45.0748090765	304.225	11270	show_letter	to_ignore	J	2	5	gJ
46.5084048382	304.2	11628	show_letter	to_remember	K	2	5	K
47.9419006002	304.225	11986	show_letter	to_ignore	N	2	5	gN
49.375496362	304.225	12345	show_letter	to_remember	R	2	5	R
50.808992124	304.225	12703	show_letter	to_remember	H	2	5	H
52.2425878857	875.15	13062	show_dash	work_memory	-	2	5	WM
55.9598768959	162.525	13991	show_letter	probe_not_shown	G	2	5	rG
56.6052749879	0.0	14152	left_click	ignored_correct	n/a	2	5	255
57.0054738047	0.0	14252	sound_beep	feedback_correct	n/a	2	5	correct
57.3435728051	0.0	14337	right_click	indicate_ready	n/a	2	5	1
57.3600727564	1254.35	14341	show_cross	fixate	+	3	5	nonWM
62.5941572823	304.225	15650	show_letter	to_remember	H	3	5	H
64.027753044	304.225	16008	show_letter	to_remember	B	3	5	B
65.4613488058	304.2	16366	show_letter	to_remember	Q	3	5	Q
66.8948445678	304.225	16725	show_letter	to_ignore	K	3	5	gK
68.3284403295	304.2	17083	show_letter	to_remember	S	3	5	S
69.7619360915	304.225	17441	show_letter	to_remember	R	3	5	R
71.1955318532	304.2	17800	show_letter	to_ignore	T	3	5	gT
72.6290276152	304.225	18158	show_letter	to_ignore	J	3	5	gJ
74.062623377	820.975	18517	show_dash	work_memory	-	3	5	WM
77.5632130278	129.175	19392	show_letter	probe_target	Q	3	5	rQ
78.0692115319	0.0	19518	right_click	remembered_correct	n/a	3	5	1
78.469310349	0.0	19618	sound_beep	feedback_correct	n/a	3	5	correct
