name	x	y	z
FP1	0.947698	0.249190	0.199433
FPZ	0.976028	0.014487	0.217162
FP2	0.948312	-0.235105	0.213143
AF7	0.855226	0.484849	0.183059
AF3	0.829792	0.394423	0.394811
AFZ	0.859721	0.013618	0.510582
AF4	0.824872	-0.377987	0.420371
AF8	0.835951	-0.512191	0.197093
F9	0.607036	0.792994	-0.051656
F7	0.662501	0.733848	0.150195
F5	0.665969	0.643029	0.378151
F3	0.640590	0.505490	0.578034
F1	0.673330	0.266509	0.689637
FZ	0.686273	0.022779	0.726987
F2	0.677320	-0.234980	0.697153
F4	0.623907	-0.477634	0.618551
F6	0.653835	-0.634629	0.412001
F8	0.644635	-0.743348	0.178548
F10	0.586710	-0.809080	-0.034080
FT9	0.400368	0.906942	-0.131004
FT7	0.406780	0.898741	0.163691
FC5	0.389729	0.799948	0.456284
FC3	0.368366	0.608244	0.703097
FC1	0.349752	0.317414	0.881432
FCZ	0.371948	-0.028351	0.927821
FC2	0.350241	-0.334499	0.874895
FC4	0.333394	-0.609259	0.719480
FC6	0.350184	-0.806562	0.476266
FT8	0.359198	-0.916047	0.178424
FT10	0.353741	-0.925291	-0.136763
T7	0.052406	0.987115	0.151188
C5	0.032733	0.870280	0.491469
C3	0.010187	0.656507	0.754251
C1	-0.001810	0.344491	0.938788
CZ	0.000000	-0.011577	0.999933
C2	0.014098	-0.357073	0.933970
C4	-0.004118	-0.646372	0.763011
C6	0.015933	-0.864393	0.502564
T8	0.025830	-0.986399	0.162327
TP9	-0.306885	0.949568	-0.064358
TP7	-0.289406	0.930893	0.222893
CP5	-0.309566	0.809826	0.498349
CP3	-0.321717	0.612001	0.722463
CP1	-0.342009	0.306113	0.888439
CPZ	-0.356583	-0.020560	0.934038
CP2	-0.344590	-0.346036	0.872649
CP4	-0.350046	-0.608011	0.712594
CP6	-0.335778	-0.817493	0.467930
TP8	-0.335177	-0.922395	0.191946
TP10	-0.366200	-0.924916	-0.102112
P7	-0.594887	0.775832	0.210226
P5	-0.601815	0.669793	0.434967
P3	-0.598235	0.501979	0.624605
P1	-0.636995	0.264504	0.724068
PZ	-0.645440	-0.010252	0.763742
P2	-0.639565	-0.275176	0.717798
P4	-0.597756	-0.519072	0.610944
P6	-0.608949	-0.679878	0.408592
P8	-0.595875	-0.780501	0.189078
PO9	-0.787470	0.616346	-0.002985
PO7	-0.797711	0.549483	0.248446
PO3	-0.793998	0.403515	0.454690
POZ	-0.845067	-0.001475	0.534659
PO4	-0.799954	-0.407773	0.440221
PO8	-0.812419	-0.536099	0.229289
PO10	-0.808564	-0.587672	-0.029432
O1	-0.930211	0.265680	0.253221
OZ	-0.966856	0.001350	0.255318
O2	-0.936082	-0.258719	0.238361
LEYE	0.669811	0.570477	-0.475299
REYE	0.703350	-0.311271	-0.639069
