onset	duration	sample	event_type	task_role	letter	trial	memory_cond	value
3.168	1263.3	793	show_cross	fixate	+	1	5	nonWM
8.4741010121	313.45	2120	show_letter	to_remember	V	1	5	V
9.9819012996	313.45	2496	show_letter	to_remember	W	1	5	W
11.4897015872	313.45	2873	show_letter	to_ignore	Q	1	5	gQ
12.9965018746	313.7	3250	show_letter	to_remember	S	1	5	S
14.5042021622	313.725	3627	show_letter	to_ignore	T	1	5	gT
16.0120024498	313.7	4004	show_letter	to_remember	Z	1	5	Z
17.5198027374	313.7	4381	show_letter	to_remember	K	1	5	K
19.027603025	313.7	4758	show_letter	to_ignore	X	1	5	gX
20.5353033125	756.65	5135	show_dash	work_memory	-	1	5	WM
23.8158039383	327.95	5955	show_letter	probe_target	W	1	5	rW
25.0394041716	0.0	6261	right_click	remembered_correct	n/a	1	5	1
25.439604248	0.0	6361	sound_beep	feedback_correct	n/a	1	5	correct
27.227704589	0.0	6808	right_click	indicate_ready	n/a	1	5	1
27.2793045989	1263.3	6821	show_cross	fixate	+	2	3	nonWM
32.5855056109	313.7	8147	show_letter	to_ignore	K	2	3	gK
34.0933058985	313.45	8524	show_letter	to_ignore	H	2	3	gH
35.6010061861	313.475	8901	show_letter	to_remember	L	2	3	L
37.1088064737	313.45	9278	show_letter	to_remember	V	2	3	V
38.6156067611	313.7	9655	show_letter	to_remember	R	2	3	R
40.1234070487	313.7	10032	show_letter	to_ignore	C	2	3	gC
41.6311073363	313.675	10409	show_letter	to_ignore	J	2	3	gJ
43.1389076238	313.7	10786	show_letter	to_ignore	Y	2	3	gY
44.6467079114	515.175	11163	show_dash	work_memory	-	2	3	WM
46.9603083527	313.45	11741	show_letter	probe_target	R	2	3	rR
49.4001088181	0.0	12351	right_click	remembered_correct	n/a	2	3	1
49.8002088944	0.0	12451	sound_beep	feedback_correct	n/a	2	3	correct
50.6919090645	0.0	12674	right_click	indicate_ready	n/a	2	3	1
50.7468090749	1263.05	12688	show_cross	fixate	+	3	7	nonWM
56.0520100868	313.7	14014	show_letter	to_remember	W	3	7	W
57.5597103744	313.725	14391	show_letter	to_remember	D	3	7	D
59.067510662	313.7	14768	show_letter	to_remember	R	3	7	R
60.5753109496	313.7	15145	show_letter	to_remember	Z	3	7	Z
62.0830112371	313.725	15522	show_letter	to_remember	M	3	7	M
63.5908115247	313.7	15899	show_letter	to_ignore	T	3	7	gT
65.0986118123	313.45	16276	show_letter	to_remember	H	3	7	H
66.6064120999	313.45	16653	show_letter	to_remember	L	3	7	L
68.1141123875	983.85	17030	show_dash	work_memory	-	3	7	WM
72.3035131866	313.45	18077	show_letter	probe_target	W	3	7	rW
73.5757134292	0.0	18395	right_click	remembered_correct	n/a	3	7	1
